area,house_area,house_type,orientation,price,rent_style,title,url 
坪山区,89㎡,3室2厅,朝南,2800,整租,"精装修空房出租,高层直接看房",
南山,86㎡,3室2厅,朝南,14000,整租,宝能太古城北 户型方正 家电家具齐全,
宝安,145㎡,4室2厅,朝南,9000,整租,"好房型,御景台全新精装修,先到先得",
宝安,50㎡,1室1厅,朝西南,4200,整租,海雅缤纷城 商业氛围浓厚 豪装1房1厅 全新配置 看房方便,
塘沽,96㎡,2室2厅,朝南,2000,整租,工农村宝山道裕川家园婚房出租随时看房东西齐全交通便利,
坪山区,76㎡,2室2厅,朝南,2300,整租,出租;带家私家电全齐;-整租,
福田,37㎡,1室1厅,朝北,6800,整租,华强北出口 国利大厦 37平 大单间 适合 近电子市场,
龙岗,5㎡,3室2厅,朝南,5300,整租,"大平阳台,桂芳园6期,家具家电全齐,5300元/月,拎包即住",
南山,50㎡,1室1厅,朝东,7700,整租,金地 拎包直住 科技园高管专属 带豪华装修 科苑口,
福田,136㎡,4室2厅,朝南,10000,整租,万科城市花园 花园大社区 带泳池 精装修四房 配套齐全,
罗湖,88㎡,2室1厅,朝东,11000,整租,出租 百仕达五期 精装两房 装修 保养好 名物家私电器,
南山,136㎡,4室2厅,朝南,8200,整租,留仙洞地鉄口 西丽蓝天精装四房 南北通透 全齐家私 随时入住,
福田,66㎡,2室2厅,朝南,6000,整租,凯旋豪庭 繁华地段 精装两房 温馨干净 诚心出租 看房方便,
南山,193㎡,4室2厅,朝南北,14500,整租,华侨城 锦绣二期 大花园 四房两厅 南北通 家私齐全 安静 看园景,
福田,164㎡,4室2厅,朝南,17000,整租,黄埔雅苑一期 高层户型4房 豪华装修带品质家私 仅租17000元,
南山,50㎡,1室1厅,朝东,7700,整租,金地 拎包直住 科技园高管专属 带豪华装修 科苑口,
南山,88㎡,4室2厅,朝南,7500,整租,"赤湾前海丹华新上4房,目前空房,可以配齐,看房方便",
武清,138㎡,4室2厅,朝南,3500,整租,龙湾城 电梯洋房 四居室 随时入住 小区环境好 周边配套完善,
河东,40㎡,1室1厅,朝南,1500,整租,万新村10区 2楼 精装修 家具家电齐全 采光好 配套齐全,
河东,60㎡,1室1厅,朝南北,2000,整租,联盛大厦 精装修 临,
河西,49㎡,1室1厅,朝南,1600,整租,紫金山路 寿园里 精装修大一居室 超干净,
河东,90㎡,2室1厅,朝南北,1800,整租,出租武警医院后身 通透低楼层精装2室出租,
塘沽,98㎡,2室2厅,朝南,2000,整租,远洋城 滨慧花园 两室精装 看房有钥匙 采光啦,
北辰,99㎡,2室1厅,朝南,3000,整租,房屋亮点邻 配套齐全 普通装修,
东丽,72㎡,2室2厅,朝南北,1500,整租,金隅两室 精装 采光好 南北通透 户型方正,
河西,60㎡,2室1厅,朝南北,2500,整租,积庆里 精装修 两室 东西齐全 随时看房,
河北,78㎡,2室1厅,朝南北,2400,整租,好房源望海楼北里精装室家具家电海河东北角古玩城三号线,
龙岗,72㎡,2室2厅,朝南,5100,整租,坂田天虹 五和站 信义嘉御山 精装2房 住家舒适,
南山,53㎡,2室2厅,朝东南,8500,整租,"深圳湾1+1房8500元好房出租,舒适,干净整洁,随时入住",
福田,108㎡,3室2厅,朝东北,11500,整租,"香格丽苑,温馨三房,花园式小区,全新装修,",
南山,252㎡,5室2厅,朝南,40000,整租,双玺海之门 高层朝南看海景 5+1房蛇口物业,
南山,155㎡,3室2厅,朝南北,20000,整租,半岛城邦二期 豪华装修 南北通透 阳台 家私全齐 看海景,
龙岗,72㎡,2室2厅,朝南,5100,整租,坂田天虹 五和站 信义嘉御山 精装2房 住家舒适,
南山,137㎡,4室2厅,朝南,11000,整租,桑泰丹华 空中别墅 豪装五房 景观无遮挡 直观大学城 实图实价,
福田,64㎡,2室1厅,朝南,5500,整租,帝港海湾豪园5500元/月采光好交通便利配套完善,
南山,117㎡,2室2厅,朝东,23000,整租,红树西岸 高楼海景两房 精装修家私家电全家,
南山,88㎡,2室2厅,朝南,7600,整租,金色海琴苑 开阔视野海景电梯两房 全新装修,
福田,66㎡,2室2厅,朝南,6000,整租,凯旋豪庭 繁华地段 精装两房 温馨干净 诚心出租 看房方便,
福田,78㎡,2室2厅,朝东南,6500,整租,"凯丰花园二期6500元/月,环境幽静,舒适!",
南山,193㎡,4室2厅,朝南北,14500,整租,华侨城 锦绣二期 大花园 四房两厅 南北通 家私齐全 安静 看园景,
南山,89㎡,3室2厅,朝南,8200,整租,豪方天际 全新小区 智能精装 三房两厅 家私齐全 观景中山公园,
南山,116㎡,3室2厅,朝南北,6800,整租,"山语海豪装大3房急租,设计温馨大气让你恋上家,靠山看海景观好",
南山,110㎡,3室2厅,朝南北,9000,整租,"山语海装修很用心很好的3房,温馨大气,宾至如归,环境优美安静",
南山,79㎡,2室2厅,朝东南,6500,整租,《山语海》背山面海 全新精装 家私家电齐全 随时可入住,
南山,88㎡,4室2厅,朝南,7500,整租,南山蛇口前海丹华 88平米4室2厅2卫,
南山,79㎡,2室2厅,朝东南,6500,整租,《山语海》背山面海 全新精装 家私家电齐全 随时可入住,
龙岗,150㎡,4室2厅,朝南北,4500,整租,"目前花园里比较的,带家私电器,楼层好装修新",
福田,94㎡,3室2厅,朝南,8500,整租,"中高楼层朝南,看江山如画,生活如此多娇,电话看房,面谈价格",
南山,87㎡,3室2厅,朝南,4900,整租,珠光地鉄口 龙辉花园精装大三房 家电齐全 随时入住 看房方便,
盐田,115㎡,4室2厅,朝东南,7500,整租,业主急租 东埔海景二期 带家私 海景房 精装修,
龙华区,120㎡,3室2厅,朝东南,5800,整租,"梅陇镇大三房,南北通小区安静不吵,户型好,中间楼层",
龙华区,140㎡,3室2厅,朝东南,5500,整租,邻近星河购物超市 金苹果大3房2卫 装修保养好 欲租从速,
龙华区,89㎡,5室2厅,朝东南,7500,整租,幸福城大5房 带家具 业主一直自己住的 装修保养好,
和平,80㎡,2室1厅,朝南,5500,整租,房龄新环境好 55zhong 1zhong新星陪du 管家式物业 看房方便,
和平,40㎡,1室1厅,朝南,2600,整租,卫华里 精装修阳面 采光无遮挡 家具家电齐全 看房随时,
武清,86㎡,2室1厅,朝南,1500,整租,精品两居 家具家电全齐 拎包住 出租 看房来电 先到先得,
津南,56㎡,1室1厅,朝南,1400,整租,弘天园 渌水道旁 大独单 精装修 空房出租 看房方便 急租,
红桥,43㎡,1室1厅,朝南,1300,整租,佳春里 精装修 不到顶 价格上还有商量 阳面的房子,
河东,62㎡,2室1厅,朝南,1600,整租,好美嘉园 精装两室 双D铁上盖,
津南,89㎡,2室2厅,朝南,1600,整租,红磡领世郡领世深白 双阳两室精装全齐 有钥匙随时看房 低价出租,
北辰,87㎡,2室1厅,朝南,1650,整租,想租房子的赶紧看过来随时看房全齐的房子可小议抓紧联系我,
东丽,90㎡,3室2厅,朝南北,2300,整租,急租小三室 首租 家具家电全齐 随时看房,
武清,82㎡,2室2厅,朝南,1200,整租,翠亨北里 临小镇高铁精装两室家电齐全 小区里配套齐全 购物方便,
西青,90㎡,2室2厅,朝南北,2300,整租,低价急租 小区 全明通透户型 人车分流,
南开,91㎡,2室1厅,朝南,4300,整租,龙亭家园2室1厅,
河西,230㎡,4室2厅,朝南北,9500,整租,"新出房源,办公居住都可以,看房随时",
福田,112㎡,3室2厅,朝南,8000,整租,宏浩花园 花园小区南北通透 精装大三房口 客厅出大阳台-整租,
南山,136㎡,4室2厅,朝南,8200,整租,留仙洞地鉄口 西丽蓝天精装四房 南北通透 全齐家私 随时入住,
龙岗,5㎡,3室2厅,朝南,5300,整租,"大平阳台,桂芳园6期,家具家电全齐,5300元/月,拎包即住",
宝安,160㎡,4室2厅,朝南,10000,整租,宝体站精装四房客厅出阳台.看体育馆,
罗湖,148㎡,4室2厅,朝南,12500,整租,"彩家园4房出租,南北通透,全明户型",
南山,135㎡,4室2厅,朝南,16000,整租,南海玫瑰花园二期 全新精装四房两卫 全海景,
南山,108㎡,3室2厅,朝西北,7600,整租,"南国丽城3房,5,7号地鉄线,地理位置顶号,租金7600!!",
东莞,72㎡,2室2厅,朝南北,2500,整租,大运城邦 租房 一线湖景 全新全齐两房 业主放租 有钥匙,
南山,40㎡,1室0厅,朝南,4500,整租,"安静单房,科苑口,拎包直住,看房有钥匙,租4500元",
坪山区,76㎡,2室2厅,朝南,2300,整租,出租;带家私家电全齐;-整租,
宝安,51㎡,2室2厅,朝南,5400,整租,"花样年花郡一期 漂亮2房,家私家电全齐,客厅出阳台",
龙岗,76㎡,2室2厅,朝南,4200,整租,"慢城温馨舒适二房,家私齐全 采光通风好",
龙华区,89㎡,3室2厅,朝东南,5400,整租,龙华保利悦都3房2卫东南向 新家私电器 好房不多说懂的来,
龙华区,150㎡,5室2厅,朝东南,6500,整租,幸福城豪华5房2卫双阳台 看花园景观 安静 配套成熟完善 好房源,
龙华区,98㎡,3室2厅,朝东南,5300,整租,邻近星河购物商城 聚龙华府3房 新时尚港式开放厨房 社区环境好,
龙华区,157㎡,6室2厅,朝东南,7800,整租,幸福城宽敞6房 客厅50平米 大阳台 邻近希尔顿 配套成熟,
龙华区,89㎡,3室2厅,朝东南,5500,整租,保利悦都3房 欧式豪华新房 楼下就是购物圈 精致房源,
龙华区,98㎡,3室2厅,朝南,5200,整租,口 聚龙华府3房 带家具 邻近星河购物 配套成熟,
龙岗,70㎡,2室2厅,朝北,4500,整租,佳兆业可园三期 观园景住家两房 家电齐全 视野好,
龙华区,47㎡,1室1厅,朝南北,3700,整租,"龙胜地,铁,站,精装一房一厅,端头户型采光充足全新装修有钥匙",
宝安,48㎡,1室1厅,朝南,5200,整租,天健时尚空间 南向大一房一厅朝向诚意出租,
南山,117㎡,2室2厅,朝南北,16000,整租,"红树西岸,2房117平米精装修,干净整洁,保养如新房",
南山,178㎡,4室2厅,朝南,19800,整租,"半岛二期四房二卫,每个房间都是朝南,高楼层景观很好",
福田,58㎡,2室2厅,朝南,6500,整租,精装2房 带全新全齐家私电 南向 安静看皇岗公园景,
罗湖,106㎡,3室2厅,朝西,11000,整租,万象城 三房两厅两厅 全齐家私电 豪华装修 11000元/月,
塘沽,88㎡,2室2厅,朝南,2000,整租,贻成豪庭 精装两室 采光好 看房方便 急租,
河西,99㎡,2室2厅,朝南,3300,整租,全运村新房头次出租 钥匙在手 随时看房 全新设备急租来电即看,
和平,60㎡,1室1厅,朝南,3500,整租,津塔公寓 看海河一室 酒店装修 全齐拎包住,
开发区,105㎡,3室2厅,朝南北,2500,整租,众美青城精装三室洋房配齐随时看房,
塘沽,86㎡,3室1厅,朝南,2500,整租,"亚泰津澜,精装修,三室一厅,,随时看房",
开发区,153㎡,3室2厅,朝南北,3000,整租,宜和澜岸 三室两厅两卫 高dun小区 地下车位,
福田,98㎡,3室2厅,朝东南,6800,整租,梅林一村 十三区围合 东南向大三房 精装全齐出租!实图,
龙华区,89㎡,4室2厅,朝东南,8000,整租,"深圳北站,白石龙地-铁-口,龙光玖龙玺大4房2厅2卫,双阳台",
南山,86㎡,3室2厅,朝南,14000,整租,宝能太古城北 户型方正 家电家具齐全,
福田,103㎡,3室2厅,朝南北,9500,整租,"合正佳园,房屋干净清爽,户型佳,为您呈现家的感觉",
宝安,50㎡,1室1厅,朝南,4200,整租,海雅缤纷城 商业氛围浓厚 豪装1房1厅 全新配置 看房方便,
福田,143㎡,3室2厅,朝南,15000,整租,福田公园豪宅143平南北通3房15000拎包住,
罗湖,58㎡,1室1厅,朝南,5000,整租,交通方便、配套齐全,
南山,169㎡,4室2厅,朝南,10800,整租,大学城桑泰丹华一期 豪华装修 家私家电全齐 随时入住,
宝安,89㎡,4室2厅,朝南,6400,整租,雍和园 新房首租 新小区 豪华装修 看房方便,
南山,89㎡,3室2厅,朝南,14000,整租,豪华装修 隐私性好 客卧分明 高层采光好 赠送,
宝坻,108㎡,3室2厅,朝南,2500,整租,"景瑞悦府电梯房三室,精装修",
南山,247㎡,4室2厅,朝南,19000,整租,"华侨城天鹅堡一期高层4+1房,视野开阔,看海,看房有钥匙!",
南山,150㎡,4室2厅,朝南北,18000,整租,华侨城出租四房1.8万 首地容御花园 简洁风格,
罗湖,187㎡,5室2厅,朝西南,13000,整租,万科俊园 五房 豪华装修 看房方便 朝向好 楼,
南山,89㎡,3室2厅,朝东南,13000,整租,"华润城3房出租,有钥匙方便看房,欧式装修,户型格局好,动静结合",
河东,40㎡,1室1厅,朝南,1600,整租,春华里 精装一室 交通便利,
塘沽,41㎡,1室1厅,朝南,900,整租,"河南里温馨一室,室内干净,随时看房,低价出租",
津南,90㎡,2室2厅,朝南,1300,整租,红磡领世郡领世深白 精装两室基本齐全 低于市场价 有钥匙可看,
和平,41㎡,1室1厅,朝南,2800,整租,益寿里精装一室 临实验 一中 家具家电齐全,
河东,115㎡,2室1厅,朝南,3800,整租,天津站沃尔玛未来广场中间楼层生活便利交通方便随时看房,
河北,48㎡,1室1厅,朝南,1500,整租,好房源谦益里精装一室海河东北角古玩城美院陪读三号线,
河北,75㎡,2室1厅,朝南,2300,整租,"满园里2室精装修,家电齐全,让您找到回家的感觉",
武清,110㎡,2室1厅,朝南,1600,整租,大两室 中等装修 看房方便 家具家电全齐 有意电联,
河西,67㎡,2室1厅,朝南北,2200,整租,宾水北里 婚房新装修 温馨两居室 超级干净,
和平,270㎡,9室1厅,朝南,20000,整租,五大道门脸 大门头 精装修 临街 适合办公 别错过 随时看房,
武清,62㎡,1室1厅,朝南,1100,整租,房主急租临近城际小镇 1居 精装修 家具家电齐全 源 随时看,
南开,40㎡,1室1厅,朝南,1800,整租,东西齐全 看房有钥匙 物业直租,
福田,93㎡,3室2厅,朝南,7400,整租,梅林一村 多层围合 方厅南向三房 家私电全齐拎包住 实图,
福田,98㎡,3室2厅,朝东南,7300,整租,梅林一村 十三区围合 近水库 东南向大三房 安静 干净舒适!,
福田,68㎡,2室2厅,朝南,6000,整租,9号线梅景站 尚书苑 南向厅出阳台干净两房 全齐家私出租实图!,
福田,93㎡,4室2厅,朝南北,6200,整租,上梅林站 梅林四村小区 南北通透 安静四房 带家私出租 实图!,
福田,116㎡,3室2厅,朝南北,6300,整租,近北环 合正园 电梯小区 南北通三房两卫 全齐家私拎包住!,
福田,76㎡,3室2厅,朝南,6200,整租,上梅林站 华府馨居 精装南向3房出租 两卫 带家私电拎包住,
福田,60㎡,2室2厅,朝南,6800,整租,9号线梅景站 绿景虹湾 清爽精装两房出租!交通生活便利,
福田,92㎡,2室2厅,朝南北,5300,整租,下梅林站 近家乐福 锦林新居 南北通透 安静三房 随时入住,
福田,108㎡,3室2厅,朝南,7200,整租,上梅林 华茂苑三期 电梯房 南向3+1房 安静 生活便利!,
福田,96㎡,3室2厅,朝东南,6500,整租,下梅林站 梅林一村 二区围合多层 南向安静三房 干净!真实图,
福田,3㎡,3室2厅,朝南北,5500,整租,上梅林站 梅林四村 南北通透三房 干净!安静!真实图,
南山,150㎡,4室2厅,朝南,9500,整租,蛇口四海公园 2号线湾厦站 精装南北通透4房 实拍图片 随时可看,
南山,150㎡,4室2厅,朝南北,12000,整租,蛇口沃尔玛 桃花园三期 花园城 精装南北通透4房 实拍图片 钥匙,
南山,175㎡,4室2厅,朝南,28000,整租,蛇口海上四界 伍兹 豪宅 豪装拎包住 随时可看 高楼层海,
南山,200㎡,4室2厅,朝南,19000,整租,蛇口沃尔玛 花园城三期 希少顶精装拎包住 随时可看 实拍图片,
南山,180㎡,4室2厅,朝南,15000,整租,蛇口花园城三期 大社区 沃尔玛旁 正中间位置 拎包住 出行便利,
南山,150㎡,3室2厅,朝南,22000,整租,后海太古城北区 实拍豪装 2号线海月站 钥匙在手随时可看 高层东,
宝安,58㎡,2室2厅,朝西南,3800,整租,前海铂寓 宝中安静社区 海边新房,
宝安,74㎡,2室2厅,朝南,5500,整租,"壹方城旁鸿荣源尚都,朝南3房,厅出阳台,装修好,车位足",
福田,68㎡,2室2厅,朝南,11000,整租,"京基滨河时代豪华装修大两房,高层,家电全齐 拎-包入住",
龙华区,89㎡,3室2厅,朝南,3700,整租,"豪装三房,家私电齐全,看房方便",
龙华区,73㎡,2室2厅,朝东南,3600,整租,格澜郡 2室2厅 3600元 中楼层 采光好,
福田,133㎡,4室2厅,朝南,14000,整租,"香荔绿洲装修好的4房,家电全齐出租,位置安静,南北通透",
宝坻,89㎡,2室2厅,朝南,1900,整租,"景瑞悦府电梯洋房五楼,精装修,",
宝坻,93㎡,2室2厅,朝南,1700,整租,"景瑞悦府出租,一中旁,东西齐全",
宝坻,86㎡,2室2厅,朝南,1500,整租,"领秀城好楼层,一中,东西齐全1500元",
南开,200㎡,4室2厅,朝南北,12000,整租,水上公园 奥城豪装四居5号线公交站 看房打电话,
宝坻,93㎡,2室1厅,朝南,1700,整租,"龙第世家电梯房两室,一中旁,东西齐全1700元",
河东,110㎡,2室2厅,朝南北,3600,整租,神州花园 精装两室 家电齐全 9号线 看房随时,
罗湖,44㎡,1室1厅,朝东南,3500,整租,双阳台 朝南户型 采光好 精装修 家具家电齐全,
河东,78㎡,2室1厅,朝南北,2200,整租,华庆里精装修两室家电家具齐全看房随时前程片,
河西,89㎡,2室1厅,朝南北,3500,整租,新出云舒花园 精装两室 业主诚心出租 采光充足居住适宜,
开发区,90㎡,2室2厅,朝南北,2500,整租,大富豪锦池精装两室家具家电齐全,
河北,85㎡,2室1厅,朝南北,2500,整租,交通便利 精装修全齐 看房方便 地理位置优越 看房随时有钥匙,
和平,75㎡,1室1厅,朝南,4000,整租,紫阳里 滨江道里 精装新房 看房方便,
河西,62㎡,2室1厅,朝南,2000,整租,急租三水南里二楼南北向二室 房型好价位低交通便利人人乐超,
河西,40㎡,1室1厅,朝东,1300,整租,泰山里 D铁 房子干净 家具家电齐全 看房方便 急租 拎包就住,
红桥,46㎡,1室1厅,朝南,1400,整租,佳宁里 一号线 多个公交站 价格上还有商量 阳面的房子,
南开,165㎡,3室2厅,朝南,6800,整租,尚佳新苑3室2厅急租,
武清,96㎡,3室1厅,朝南北,1800,整租,豪华装修 有钥匙随时看房 家具家电全齐 高铁站,
塘沽,101㎡,2室2厅,朝南北,1600,整租,北塘好房出租 价格真心合适 你还在犹豫吗,
北辰,76㎡,1室1厅,朝南,1500,整租,柴楼精装一室楼层好采光好租金1500可小议看房方,
福田,90㎡,3室2厅,朝东南,6600,整租,梅林一村 十三区围合 安静 东南向三房 采光好 随时入住!,
福田,96㎡,3室2厅,朝南,6800,整租,梅林一村 六区多层围合 南北通三房 安静全齐家私拎包住!实图,
龙岗,89㎡,3室2厅,朝南,4000,整租,"保利上城,精装三房,家私电齐全拎包住,房子保养好!有钥匙",
龙岗,88㎡,3室2厅,朝南,4600,整租,"万科天誉,标准3房,看房方便。。。。。。。。。",
龙岗,86㎡,3室2厅,朝南,4500,整租,万科天誉花园精装修三房两卫厅出阳台,
福田,70㎡,2室2厅,朝东南,5500,整租,"皇御苑二期,看花园2居室,安静舒适,家私全齐,交通方便。",
龙华区,89㎡,3室2厅,朝南,7600,整租,万科金域华府-南北通透3房2厅2卫-全齐家私电器-随时可以看房,
南山,89㎡,2室2厅,朝南,12800,整租,半岛城邦花园二期 精装 2房 干净整洁,
宝安,70㎡,3室2厅,朝南,6000,整租,5号线宝华口天健时尚三房 隔壁壹方城,
福田,50㎡,2室2厅,朝北,5200,整租,"业主急租看房方便,住家适合 50平米 精装修仅租5200",
南山,287㎡,4室2厅,朝南北,80000,整租,"出租,不二选择,南北通透户型好",
宝安,128㎡,4室2厅,朝南,7000,整租,金泓凯旋城 装修漂亮 户型方正大气 大社区4房 入户,
福田,107㎡,3室2厅,朝南,14000,整租,"锦庐花园南向三房,家电全齐出租,精致装修,看房方便,已经空出",
南山,310㎡,5室2厅,朝南,42000,整租,"装修好出租,景观视野开阔,新房出租",
福田,68㎡,2室2厅,朝南,11000,整租,"京基滨河时代豪华装修南向两房,全齐家私电器出租,拎-包入住",
福田,43㎡,1室1厅,朝南,8000,整租,"京基滨河时代精装修1房1厅,全齐家私电器拎-包入住,随时入住",
福田,133㎡,4室2厅,朝南,14000,整租,"香荔绿洲装修很好的4房出租,家私全齐,随时可入住,房子安静",
福田,133㎡,4室2厅,朝南,14000,整租,"香荔绿洲豪华装修4房,南北通透,家私全齐,房子很好",
福田,85㎡,2室2厅,朝南,7800,整租,"鸣泉居精选大两房,南翔精装修,家电全齐出租,很适合住家客户",
福田,191㎡,3室2厅,朝南,33000,整租,"东海国际三房,全齐家私电器出租,精致装修,随时可看",
福田,80㎡,2室2厅,朝南,10000,整租,"天宝物华大两房,家电全齐出去,精致装修,适合高层白领或住家",
福田,93㎡,3室2厅,朝南,5500,整租,《新房源》园岭93平大3房 错过就没有了,
南山,78㎡,3室2厅,朝东南,10000,整租,海月旁 大三房 全新家私家电 看房方便,
福田,93㎡,3室2厅,朝南,7400,整租,梅林一村 多层围合 方厅南向三房 家私电全齐拎包住 实图,
宝坻,77㎡,2室2厅,朝南,1700,整租,"一中旁,两室精装修1700园",
宝坻,88㎡,2室2厅,朝南,1800,整租,"绿色家园2室,精装修,东西齐全",
宝坻,99㎡,3室2厅,朝南,2000,整租,"温莎郡三室好楼层,东西齐全",
河北,22㎡,2户合租,朝南,1499,合租主卧,琴海公寓 主卧 天津站 房子干净,
河东,88㎡,2室1厅,朝南北,2700,整租,浅水湾 精装两室 家电齐全 9号线 看房随时急租,
河东,45㎡,1室1厅,朝南北,1600,整租,荣兴温泉公寓 低楼层一室 家电家具齐全 9号线 看房随时,
河东,112㎡,2室2厅,朝南北,3600,整租,碧波园 精装 家电家具齐全 直观海河 看房随时 急租,
河东,56㎡,1室1厅,朝东南,2000,整租,怡安温泉公寓 9号线 家具家电齐全 业主急租,
和平,217㎡,3室2厅,朝南北,13000,整租,津门公寓 精装修 滨江道 沃尔玛 海河 高端住宅 看房方便,
河北,75㎡,1室1厅,朝东南,3000,整租,租卖好校校区片 21层直达电梯君临豪宅21部电梯复式家电齐,
河东,79㎡,2室1厅,朝南,2250,整租,2号线登州路站 交通便利 低价出租 精装修提包入住 生活便利,
津南,170㎡,2室1厅,朝南,12500,整租,华远波士顿一期底商出租交通便利,
南山,88㎡,2室2厅,朝西南,13000,整租,全新豪华装修大2房 看海景 拎包即入住 随时看,
罗湖,58㎡,2室1厅,朝南,4200,整租,泥岗九号线 花园小区碧清园 两室一厅 拎包住 已经空出 看房可约,
龙岗,96㎡,3室1厅,朝南北,5600,整租,百合山庄 精装大三房 业主首/次放租 有意者欢迎来电,
罗湖,45㎡,1室1厅,朝南,4200,整租,百仕达花园三期精装1房诚意出租,
福田,70㎡,2室1厅,朝南,6800,整租,南溪新苑全新装修两房 真实图片 家私家电齐全,
龙华区,155㎡,5室2厅,朝南北,11000,整租,"深圳北站梅林关口星河盛世精装修写字楼,170平带空调,随时可看",
南山,"89㎡
            ",2室1厅,朝南,12000,整租,只发实价小区中间位置安静两房 看泳池园林景观家电全齐,
南山,113㎡,3室2厅,朝南北,6600,整租,"锦隆花园,电梯小高层,豪华装修大三房,南北通透 安静看花园",
龙岗,127㎡,4室2厅,朝北,6500,整租,近三号线吉祥站 三馆一城旁 坐拥龙潭公园 豪华装修 全齐四房急租,
宝安,79㎡,3室2厅,朝南,6000,整租,1号物业 西岸观邸精装三房 毗邻壹方城 全新家私电拎包住,
宝安,172㎡,5室2厅,朝南,18000,整租,前海豪宅区 壹方城近在咫尺 尊贵享受 全新装修 可配齐出租,
西青,90㎡,2室1厅,朝南,1600,整租,精装修两室 家具家电全齐,
河东,97㎡,2室2厅,朝南,3500,整租,首租月光园精装两室品牌家具家电楼层佳交通便利看房方便,
河东,40㎡,1室1厅,朝南,1400,整租,凤岐里 精装修 四楼 通透 全齐 手慢无,
南开,56㎡,2室1厅,朝南,1350,整租,园荫北里 商业 家电齐全 婚房,
南开,42㎡,1室1厅,朝南,1200,整租,园荫北里 一室 家电齐全 商业,
河西,39㎡,1室1厅,朝南,1700,整租,天赋里 精装修 东西齐全 环境好 小区安静,
福田,358㎡,5室2厅,朝南北,35000,整租,"深业上城开启智能化、现代化生活,全新精装大四房家私电器",
南山,110㎡,3室2厅,朝南,5300,整租,西丽腾飞苑 家私家电齐全 业主甩租 口房源,
罗湖,81㎡,3室2厅,朝北,5600,整租,山湖居 依山而建 环境好 空气清新 住家优选,
龙岗,73㎡,2室2厅,朝南,3500,整租,东方盛世花园 精装大两房 温馨而舒适 地鉄口 公交,
福田,62㎡,2室1厅,朝西南,5900,整租,豪华装修 家私全齐 两室一厅5900,
罗湖,65㎡,2室1厅,朝南,4500,整租,"罗湖布心山湖居两房,家私全齐,!",
福田,58㎡,2室2厅,朝南,5200,整租,下梅林 梅林公园旁 福兴花园 精装修南向两房 带实私实图出租,
福田,93㎡,3室2厅,朝南,7600,整租,梅林一村 多层围合 方厅南向 安静三房 舒适干净!拎包住,
福田,148㎡,4室2厅,朝南北,12500,整租,下梅林站 梅林一村 二区多层围合 方厅南北通 安静便利!,
福田,63㎡,2室2厅,朝南,6200,整租,上梅林站 天虹商场楼上 海康大厦 南向安静 精装两房随时入住,
福田,90㎡,3室2厅,朝南北,6200,整租,梅林一村 住家环境好 安静三房 采光好 部分家私电出租 已空出,
塘沽,92㎡,2室1厅,朝南,2600,整租,百世好房 紫云雅苑 精装修 两室 诚心出租方便看房 欢迎来电,
南开,106㎡,2室2厅,朝南北,3000,整租,美丽心殿 精装 H户型 2室 南北向 全明户型 家电齐全急租,
和平,155㎡,2室1厅,朝南,8000,整租,汤臣一品新房出租 品质家私 管家式物业 品质社区 三号线,
河西,136㎡,3室2厅,朝南,6000,整租,"天津湾海景雅苑精装修3室出租,先到先得",
河西,"123㎡
            ",2室1厅,朝南,4100,整租,低价急租 比的就是速度 有需求的赶紧的了啊,
河西,205㎡,4室2厅,朝南,8000,整租,200平米大平层 办公佳选 房主直降3000元 租,
河西,"113㎡
            ",2室1厅,朝南,4900,整租,泰达园小区电梯洋房外院学院新华干净舒适拎,
河西,68㎡,2室1厅,朝南,2600,整租,"新房出租,装修温馨,配置全齐,适合两口之家和情侣居住",
河西,135㎡,3室1厅,朝南,6000,整租,"再等,租价又不会掉,再挑,就那么几套,没有好,只有更好",
河西,70㎡,1室1厅,朝南,2600,整租,"房东自住型装修,,实地拍摄,干净清爽,随时来电看房",
河西,"126㎡
            ",2室1厅,朝南,3700,整租,富邦花园 精装 通透两室 采光好 随时看房,
河东,62㎡,2室1厅,朝南北,1200,整租,文华里 通透两室 家电家具齐全 公交站 看房随时,
南山,258㎡,5室2厅,朝南,58000,整租,"出租,精装修,南北通透户型",
宝安,223㎡,4室2厅,朝东,25000,整租,壹方豪华装修 高楼层视野开阔 通风采光超好 业主诚心出售,
龙华区,76㎡,2室2厅,朝南,3300,整租,"风和日丽 2室1厅 3300元看房方便,户型好,位置安静。",
宝安,88㎡,3室2厅,朝东南,3500,整租,"福永双口精装修三房两厅一卫,!",
宝安,178㎡,5室2厅,朝南,18000,整租,熙龙湾一期海景五室 豪华装修仅租1.8万,
南山,40㎡,1室1厅,朝南北,4200,整租,阳光花地苑 40平一房一厅 4200大洋 好装修,
福田,160㎡,4室2厅,朝南,15000,整租,金地香蜜山 高楼层 带豪华精装 家电全齐 诚租,
南山,151㎡,4室2厅,朝南,19000,整租,汉京九榕台151平大 前海豪宅 小南山半山腰 邻近自贸区,
南山,161㎡,3室2厅,朝南北,22000,整租,前海半山豪宅 全小区蕞低价 全套美诺智控家电 养生安静,
南山,130㎡,5室2厅,朝南,8800,整租,"前海丹华装修有品味的5房出租,设计温馨时尚,朝向好景观漂亮",
南山,175㎡,4室2厅,朝南,25000,整租,前海半山豪宅　全新豪装　豪宅三甲　随时可看-整租,
南山,175㎡,4室2厅,朝南北,25000,整租,前海半山豪宅　全新豪装　豪宅三甲　随时可看-整租,
